Symbol,Series,Date,Prev Close,Adj. Open,Adj. High,Adj. Low,Adj. Volume,Adj. Close,Average Price,Total Traded Quantity,Turnover in Lacs,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
N100,EQ,18-Oct-16,314.9,313.88,314.99,310.12,314.99,314.99,313.78,941,2.95,55,618,65.67
N100,EQ,19-Oct-16,314.99,315.98,316.97,302.11,306.1,306.69,308.25,3126,9.64,145,1860,59.5
N100,EQ,20-Oct-16,306.69,304.55,310,304.5,307,307,308.24,486,1.5,65,269,55.35
N100,EQ,21-Oct-16,307,310,315.97,307.25,313.94,313.94,313.47,437,1.37,63,265,60.64
N100,EQ,24-Oct-16,313.94,317.9,317.9,307.01,314,313.99,312.32,1092,3.41,89,599,54.85
N100,EQ,25-Oct-16,313.99,314.5,317,310,316.9,311.41,314.02,1470,4.62,92,1248,84.9
N100,EQ,26-Oct-16,311.41,317.99,319.94,315.89,317,318.84,317.41,585,1.86,44,427,72.99
N100,EQ,27-Oct-16,318.84,319,319,312.8,313,313,315.65,149,0.47,23,116,77.85
N100,EQ,28-Oct-16,313,313,318.94,312,317.75,317.69,316.48,256,0.81,44,140,54.69
N100,EQ,30-Oct-16,317.69,312,318,312,312.02,317.06,316.17,1053,3.33,36,816,77.49
N100,EQ,1-Nov-16,317.06,317.99,318,312.15,317.74,317.38,317.04,1287,4.08,73,995,77.31
N100,EQ,2-Nov-16,317.38,330.1,352.3,309,314.5,314.5,312.35,970,3.03,62,706,72.78
N100,EQ,3-Nov-16,314.5,315,316.44,309.65,310,310,314.46,401,1.26,26,388,96.76
N100,EQ,4-Nov-16,310,308.2,319.99,307.5,317,315.96,309.99,4893,15.17,120,3935,80.42
N100,EQ,7-Nov-16,315.96,320,320,314.4,314.5,314.5,317.82,1163,3.7,70,1050,90.28
N100,EQ,8-Nov-16,314.5,314.5,320,311,319.92,319.58,317.62,1049,3.33,68,714,68.06
N100,EQ,9-Nov-16,319.58,320,329,306.55,310.01,312.54,315.38,1342,4.23,90,1041,77.57
N100,EQ,10-Nov-16,312.54,317.99,319.99,316,318,318,318.69,519,1.65,66,400,77.07
N100,EQ,11-Nov-16,318,319.9,323,316,316,316.18,319.41,393,1.26,39,295,75.06
N100,EQ,15-Nov-16,316.18,319.94,320,312,319,319,318.7,1473,4.69,98,1301,88.32
N100,EQ,16-Nov-16,319,320,320,315,320,320,319.51,493,1.58,41,445,90.26
N100,EQ,17-Nov-16,320,325,327,315,315,316.12,319.25,628,2,45,430,68.47
N100,EQ,18-Nov-16,316.12,320,339.09,318,318,324.24,327.16,993,3.25,129,623,62.74
N100,EQ,21-Nov-16,324.24,330,349.99,325,345,346.07,342.84,1823,6.25,148,1311,71.91
N100,EQ,22-Nov-16,346.07,349.99,353.49,335.52,350,349.67,347.18,1043,3.62,108,835,80.06
N100,EQ,23-Nov-16,349.67,350.01,353,340.75,350,349.62,350.29,787,2.76,88,459,58.32
N100,EQ,24-Nov-16,349.62,355,355,352,354,353.96,354.03,353,1.25,39,296,83.85
N100,EQ,25-Nov-16,353.96,354,354.99,345,350,350.28,352.24,1435,5.05,81,1279,89.13
N100,EQ,28-Nov-16,350.28,355,365,355,356,361.35,359.95,904,3.25,102,718,79.42
N100,EQ,29-Nov-16,361.35,365,375,356.11,372,371.3,366.92,1506,5.53,140,1089,72.31
N100,EQ,30-Nov-16,371.3,365,365.01,360.55,365,364.99,363.97,474,1.73,34,437,92.19
N100,EQ,1-Dec-16,364.99,363.9,378,360,367.2,367.05,367.55,1252,4.6,133,1115,89.06
N100,EQ,2-Dec-16,367.05,374.79,375,370,375,374.32,372.33,1083,4.03,72,723,66.76
N100,EQ,5-Dec-16,374.32,370,375,366.02,372,371.74,371.77,1860,6.91,132,1589,85.43
N100,EQ,6-Dec-16,371.74,374.74,375,366,367,367,370,887,3.28,63,805,90.76
N100,EQ,7-Dec-16,367,370,370,360,368.95,368.97,367.47,864,3.17,89,770,89.12
N100,EQ,8-Dec-16,368.97,369,369.9,364,366,366.31,368.44,1089,4.01,64,977,89.72
N100,EQ,9-Dec-16,366.31,368,370,366.01,369,369,368.4,1543,5.68,54,1445,93.65
N100,EQ,12-Dec-16,369,370,379,361,370,369.99,370.85,1055,3.91,80,945,89.57
N100,EQ,13-Dec-16,369.99,369.99,376.5,367,367,368.85,369.06,1031,3.81,65,753,73.04
N100,EQ,14-Dec-16,368.85,370,370,346,353.15,357.18,364.05,1713,6.24,159,1488,86.87
N100,EQ,15-Dec-16,357.18,357,369.49,345.65,347.1,351.37,356.01,2940,10.47,214,2410,81.97
N100,EQ,16-Dec-16,351.37,349,360,349,356.4,356.43,356.11,313,1.11,51,254,81.15
N100,EQ,19-Dec-16,356.43,363.97,363.97,357,360,360.01,359.53,580,2.09,52,513,88.45
N100,EQ,20-Dec-16,360.01,360,363.99,358,363,362.99,360.79,425,1.53,42,405,95.29
N100,EQ,21-Dec-16,362.99,363.99,365.99,353.51,357,357.87,359.54,1083,3.89,100,761,70.27
N100,EQ,22-Dec-16,357.87,363.9,363.9,357,357,357.05,359.89,1186,4.27,48,1100,92.75
N100,EQ,23-Dec-16,357.05,362.89,370,356.01,360,360,360.74,631,2.28,43,482,76.39
N100,EQ,26-Dec-16,360,364.9,370,356.51,360,360.8,363.3,750,2.72,68,523,69.73
N100,EQ,27-Dec-16,360.8,374,374,357.1,358.99,358.52,361.39,1474,5.33,65,1111,75.37
N100,EQ,28-Dec-16,358.52,372.9,375,359,359.5,359.5,360.55,1438,5.18,39,1317,91.59
N100,EQ,29-Dec-16,359.5,352.01,366.99,352.01,359,356.25,359.69,1043,3.75,57,878,84.18
N100,EQ,30-Dec-16,356.25,361,361.74,355,355,355.01,357.35,551,1.97,53,457,82.94
N100,EQ,2-Jan-17,355.01,361,365,358,359,359,360.57,1713,6.18,112,1231,71.86
N100,EQ,3-Jan-17,359,362.99,362.99,359,359,359.09,360.73,1109,4,60,890,80.25
N100,EQ,4-Jan-17,359.09,360,364.89,360,361.55,361.55,362.09,5059,18.32,65,5004,98.91
N100,EQ,5-Jan-17,361.55,360,365.95,360,364.5,364.5,364.19,620,2.26,52,546,88.06
N100,EQ,6-Jan-17,364.5,366,366,357.51,360.5,358.02,361.04,825,2.98,58,728,88.24
N100,EQ,9-Jan-17,358.02,372.3,374.99,359.21,366.1,366.04,363.32,1430,5.2,135,1184,82.8
N100,EQ,10-Jan-17,366.04,365.99,377.95,356,363,360.35,368.09,3385,12.46,242,2375,70.16
N100,EQ,11-Jan-17,360.35,365.98,367.1,364.7,367.1,366.83,365.32,791,2.89,39,749,94.69
N100,EQ,12-Jan-17,366.83,369,370.9,367,370.85,370.65,369.07,386,1.42,33,356,92.23
N100,EQ,13-Jan-17,370.65,374,374,361,366.5,366.5,366.81,740,2.71,87,591,79.86
N100,EQ,16-Jan-17,366.5,369,376.85,365,369.02,371.17,370.78,909,3.37,135,779,85.7
N100,EQ,17-Jan-17,371.17,375.9,375.9,365,375.9,374.99,371.56,1122,4.17,79,708,63.1
N100,EQ,18-Jan-17,374.99,375.9,375.9,370.12,374,374.04,374.03,815,3.05,51,548,67.24
N100,EQ,19-Jan-17,374.04,375.9,375.95,369,375,375.47,374.38,1100,4.12,67,710,64.55
N100,EQ,20-Jan-17,375.47,375.89,375.89,369,375,374.14,373.51,639,2.39,65,352,55.09
N100,EQ,23-Jan-17,374.14,375.45,375.5,369,371,374.37,371.79,1120,4.16,69,947,84.55
N100,EQ,24-Jan-17,374.37,375.49,379,374.99,375.5,375.49,376.43,504,1.9,48,407,80.75
N100,EQ,25-Jan-17,375.49,378.98,378.98,372,377,376.89,375.89,446,1.68,55,276,61.88
N100,EQ,27-Jan-17,376.89,377,387.9,377,381,383.96,384.17,2120,8.14,106,1883,88.82
N100,EQ,30-Jan-17,383.96,385,387.9,380.15,384.95,384.95,385.83,1358,5.24,94,1029,75.77
N100,EQ,31-Jan-17,384.95,387.95,390,373.1,375,375,380.19,1469,5.58,75,1389,94.55
N100,EQ,1-Feb-17,375,372,381.9,372,375,375,377.2,1568,5.91,105,1231,78.51
N100,EQ,2-Feb-17,375,382.95,382.95,372.5,377.98,377.98,376.84,448,1.69,44,268,59.82
N100,EQ,3-Feb-17,377.98,375,375,361.1,361.1,366.69,366.98,3481,12.77,164,2755,79.14
N100,EQ,6-Feb-17,366.69,365,372.55,360,369,368.84,366.7,1734,6.36,122,1341,77.34
N100,EQ,7-Feb-17,368.84,368,373,363.06,369.65,369.65,369.66,1295,4.79,110,832,64.25
N100,EQ,8-Feb-17,369.65,371.96,372.98,367.01,371.89,371.89,371.47,334,1.24,35,261,78.14
N100,EQ,9-Feb-17,371.89,372,378,372,375,375.29,375.68,1508,5.67,157,954,63.26
N100,EQ,10-Feb-17,375.29,377,384.5,377,380.95,380.95,381.51,1315,5.02,109,856,65.1
N100,EQ,13-Feb-17,380.95,390,397,383.01,383.5,386.08,388.84,2433,9.46,190,1889,77.64
N100,EQ,14-Feb-17,386.08,388,400,388,399.85,399.55,397.13,2542,10.1,141,2111,83.04
N100,EQ,15-Feb-17,399.55,393,405.8,393,405.8,405.8,403.96,2787,11.26,122,2305,82.71
N100,EQ,16-Feb-17,405.8,405.94,412.9,405.01,412.8,412.65,409.59,696,2.85,67,635,91.24
N100,EQ,17-Feb-17,412.65,415,417.49,410,410.1,411.32,414.34,1652,6.84,86,1134,68.64
N100,EQ,20-Feb-17,411.32,416,416,410,416,415.81,414.95,839,3.48,68,641,76.4
N100,EQ,21-Feb-17,415.81,415,422.74,413,422,420.87,418.63,1031,4.32,79,793,76.92
N100,EQ,22-Feb-17,420.87,413,424.4,413,422,423.44,423.29,589,2.49,64,392,66.55
N100,EQ,23-Feb-17,423.44,420,423.51,420,423.5,422.32,422.06,472,1.99,39,442,93.64
N100,EQ,27-Feb-17,422.32,423,425.66,421,425.66,425.66,424.46,907,3.85,71,735,81.04
N100,EQ,28-Feb-17,425.66,425.66,426.09,425,426,426,425.77,580,2.47,33,579,99.83
N100,EQ,1-Mar-17,426,422.6,424.44,422,424.4,424.26,423.66,1048,4.44,80,962,91.79
N100,EQ,2-Mar-17,424.26,424,424.1,423.99,424,424,424,233,0.99,30,233,100
N100,EQ,3-Mar-17,424,420,422.55,409,414,412.3,417.63,2697,11.26,112,2593,96.14
N100,EQ,6-Mar-17,412.3,412,428,412,419.9,419.74,420.17,1377,5.79,129,811,58.9
N100,EQ,7-Mar-17,419.74,420,425.2,414.5,425,425.01,423.19,1036,4.38,112,852,82.24
N100,EQ,8-Mar-17,425.01,425,425,417.5,420,421.58,421.19,446,1.88,37,357,80.04
N100,EQ,9-Mar-17,421.58,424.95,424.95,417.2,418,419.61,418.84,399,1.67,37,296,74.19
N100,EQ,10-Mar-17,419.61,419,423.5,415.4,421.99,420.66,420.64,815,3.43,61,426,52.27
N100,EQ,14-Mar-17,420.66,424.86,424.86,420,420,420,421.31,1876,7.9,95,1476,78.68
N100,EQ,15-Mar-17,420,420,421.99,416.98,416.98,416.98,418.98,1234,5.17,92,1014,82.17
N100,EQ,16-Mar-17,416.98,420,425.49,415.38,420,420,419.58,1369,5.74,50,1077,78.67
N100,EQ,17-Mar-17,420,420.85,420.85,404,411,412.6,412.9,2299,9.49,131,1554,67.59
N100,EQ,20-Mar-17,412.6,420,420,405.1,414.35,414.06,412.58,1662,6.86,129,983,59.15
N100,EQ,21-Mar-17,414.06,414.5,419.97,413.2,418,418,417.39,502,2.1,35,367,73.11
N100,EQ,22-Mar-17,418,417,417.5,407,409.9,409.93,411.17,1708,7.02,111,1368,80.09
N100,EQ,23-Mar-17,409.93,410,414.5,409.01,412.9,412.17,411.94,704,2.9,39,440,62.5
N100,EQ,24-Mar-17,412.17,413,413.37,404.1,404.1,404.61,407.87,1722,7.02,115,1281,74.39
